feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Coprococcus	Timepoint	Baseline	2.78975896553374	0.815685301228042	14	6	0.00625499747748931	0.0375299848649359
Deinococcus	Timepoint	Baseline	0.923836803272557	0.265038681550275	14	3	0.0056367924119415	0.0375299848649359
Moraxella	Timepoint	Baseline	4.03408442075171	1.06848069435832	14	6	0.00264500304261078	0.0375299848649359
Ruminococcus	Timepoint	Baseline	1.5574644770011	0.394541819826105	14	7	0.00272213846067506	0.0375299848649359
Staphylococcus	Timepoint	Baseline	-3.5265962161094	0.979237969499168	14	12	0.00447431956873383	0.0375299848649359
Kocuria	Timepoint	Baseline	3.91574650353907	1.24975385483787	14	7	0.0103709996395384	0.0518549981976921
Paracoccus	Timepoint	Baseline	1.56943499957685	0.560934021807274	14	3	0.0161069767293338	0.0628571946643515
Sarcina	Timepoint	Baseline	3.15172252239416	1.10397007884105	14	3	0.0167619185771604	0.0628571946643515
Bacillus	Timepoint	Baseline	-4.41075771042545	1.63322695612303	14	7	0.0218935629279343	0.0713384464335243
Epulopiscium	Timepoint	Baseline	2.71732652698661	1.03409952085079	14	8	0.0251844030817529	0.0713384464335243
Streptococcus	Timepoint	Baseline	3.47202352643054	1.33428703095397	14	6	0.0261574303589589	0.0713384464335243
Tessaracoccus	Timepoint	Baseline	0.682907273912648	0.325465408643688	14	2	0.0614643016374071	0.153660754093518
Lactobacillus	Timepoint	Baseline	2.89856640994596	1.49269127559713	14	9	0.0801095787717666	0.184868258704077
Aerococcus	Timepoint	Baseline	-1.25228548979173	0.714263612684428	14	6	0.110083151110885	0.202104672415634
Oscillospira	Timepoint	Baseline	1.35492314101735	0.759746605537112	14	3	0.103310274419476	0.202104672415634
Psychrobacter	Timepoint	Baseline	1.04179136801306	0.574585330301034	14	2	0.0987715517852536	0.202104672415634
Rothia	Timepoint	Baseline	2.16038436387769	1.24973294148011	14	9	0.114525981035526	0.202104672415634
Macrococcus	Timepoint	Baseline	0.48089552467449	0.284025921998993	14	5	0.121296739315381	0.202161232192302
