feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
SMB53	WaterCHG	CHG	7.19447827879471	1.70351517724459	27	15	0.000349704402030883	0.00454615722640148
Turicibacter	WaterCHG	Full	6.42098222255441	1.51228440004323	27	11	0.000330942670252001	0.00454615722640148
Pseudomonas	WaterCHG	Full	3.54034620353447	0.90812616306586	27	12	0.000772230618812745	0.00669266536304379
Macrococcus	WaterCHG	CHG	-1.52544679521262	0.438784997640832	27	12	0.002141295554684	0.013918421105446
Corynebacterium	WaterCHG	CHG	-3.25923478278668	1.04996579730712	27	22	0.00517485261065657	0.0269092335754142
Corynebacterium	WaterCHG	Full	-2.98908602563151	1.04996579730712	27	22	0.00937999486129772	0.0300301830364467
Macrococcus	WaterCHG	Full	-1.23877366155753	0.438784997640832	27	12	0.00989957672871548	0.0300301830364467
Rummeliibacillus	WaterCHG	CHG	-0.39442071029714	0.143155089407636	27	3	0.0115500703986334	0.0300301830364467
Rummeliibacillus	WaterCHG	Full	-0.39442071029714	0.143155089407636	27	3	0.0115500703986196	0.0300301830364467
SMB53	WaterCHG	Full	4.70709697449593	1.70351517724459	27	15	0.0113439224395316	0.0300301830364467
Proteus	WaterCHG	CHG	1.66857208195025	0.64074824145434	27	9	0.0161977407557902	0.0382855690591405
Acinetobacter	WaterCHG	Full	4.57920115734115	1.84984289949374	27	17	0.0214866062733417	0.0442763360642627
Proteus	WaterCHG	Full	1.57733636421162	0.64074824145434	27	9	0.0221381680321313	0.0442763360642627
Rothia	WaterCHG	CHG	-2.13129909074729	0.962185372117955	27	18	0.0374166172922852	0.0694880035428155
Turicibacter	WaterCHG	CHG	3.2912562920689	1.51228440004323	27	11	0.0405450426750121	0.070278073970021
Pseudomonas	WaterCHG	CHG	1.64179012675645	0.90812616306586	27	12	0.0843168199136549	0.121790962097502
Ruminococcus	WaterCHG	Full	2.4054202522886	1.31182818506147	27	7	0.0802727244800356	0.121790962097502
Staphylococcus	WaterCHG	CHG	-0.906867681671511	0.491854343684925	27	27	0.0787281954951864	0.121790962097502
Ruminococcus	WaterCHG	CHG	2.26915115416599	1.31182818506147	27	7	0.0976799641336068	0.133667319340725
