feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Corynebacterium	WaterCHG	CHG	-5.28930175896691	0.838669818491835	27	22	2.39631149381919e-06	7.66819678022141e-05
Rothia	WaterCHG	CHG	-4.35563337594097	0.960944051856186	27	17	0.000164237417242162	0.0013138993379373
SMB53	WaterCHG	CHG	8.46977777848472	1.85817382030026	27	16	0.000154341373735741	0.0013138993379373
Turicibacter	WaterCHG	CHG	7.72587907257254	1.67083295530629	27	12	0.000131433294411622	0.0013138993379373
Turicibacter	WaterCHG	Full	6.72728343340192	1.67083295530629	27	12	0.000565677773231615	0.00362033774868234
Corynebacterium	WaterCHG	Full	-3.02550411206829	0.838669818491835	27	22	0.00156295705550985	0.0083357709627192
Lactobacillus	WaterCHG	Full	1.6323441876648	0.612455887517403	27	7	0.0141371066922089	0.0570492381226238
Streptococcus	WaterCHG	Full	2.83636504380646	1.07337278539332	27	13	0.0142623095306559	0.0570492381226238
Epulopiscium	WaterCHG	CHG	1.66444967376745	0.647586061958485	27	6	0.0174571454556417	0.0620698505089481
Streptomyces	WaterCHG	Full	1.95848866582272	0.777723801005295	27	7	0.0195711037983779	0.0626275321548094
Acinetobacter	WaterCHG	Full	2.71418680945084	1.35049076703219	27	14	0.0568758142706199	0.165456914241803
SMB53	WaterCHG	Full	3.56008468985893	1.85817382030026	27	16	0.0684627257469983	0.182567268658662
Enterococcus	WaterCHG	Full	-1.68526956511038	1.08630240213592	27	11	0.135077895512631	0.332499435108016
Macrococcus	WaterCHG	CHG	-0.947826862707457	0.647523430742925	27	13	0.157399110958039	0.335784770043817
Staphylococcus	WaterCHG	CHG	-1.72982719778129	1.16007571119907	27	25	0.148954262103078	0.335784770043817
Staphylococcus	WaterCHG	Full	-1.58798773815694	1.16007571119907	27	25	0.183717954168022	0.367435908336044
Acinetobacter	WaterCHG	CHG	-1.51528105261122	1.35049076703219	27	14	0.273950154928412	0.399970457819218
Aerococcus	WaterCHG	Full	-0.640904902589463	0.500215226864293	27	11	0.213444147305259	0.399970457819218
Epulopiscium	WaterCHG	Full	0.676262305903891	0.647586061958485	27	6	0.307694574111744	0.399970457819218
Lactobacillus	WaterCHG	CHG	0.633135308513254	0.612455887517403	27	7	0.312476920171264	0.399970457819218
Proteus	WaterCHG	CHG	0.800813813071781	0.745881986509801	27	9	0.294616675874633	0.399970457819218
Proteus	WaterCHG	Full	0.928970448097279	0.745881986509801	27	9	0.226062906259776	0.399970457819218
Rothia	WaterCHG	Full	-1.0224970349518	0.960944051856186	27	17	0.298844102460123	0.399970457819218
Streptococcus	WaterCHG	CHG	1.19307223099859	1.07337278539332	27	13	0.277357074351333	0.399970457819218
Streptomyces	WaterCHG	CHG	0.892729184056928	0.777723801005295	27	7	0.263349821156218	0.399970457819218
Macrococcus	WaterCHG	Full	-0.607202545912712	0.647523430742925	27	13	0.358564284305276	0.441309888375724
Moraxella	WaterCHG	Full	0.858789052239156	1.17783710194038	27	9	0.47361745028301	0.561324385520604
Bacillus	WaterCHG	CHG	0.532790894377474	0.848207945296418	27	11	0.536380969070353	0.613006821794689
Enterococcus	WaterCHG	CHG	-0.53866441538237	1.08630240213592	27	11	0.624903860842577	0.689549087826291
Aerococcus	WaterCHG	CHG	0.179588811828662	0.500215226864293	27	11	0.723000573365045	0.771200611589381
Bacillus	WaterCHG	Full	0.260872198891976	0.848207945296418	27	11	0.761312221616609	0.785870680378435
Moraxella	WaterCHG	CHG	0.112935563981141	1.17783710194038	27	9	0.924480882224801	0.924480882224801
